问题,浏览量,关注量,回答量,赞同量,点击率
毕业答辩现场有哪些有趣的事？,89930,4,0,1700,24.47
有什么好看的古言推荐吗？,88227,2,0,986,29.47
为什么日餐在国际上的地位比中餐高？,50581,24,16,1168,23.06
炒股有天才吗？,82069,39,7,380,22.56
为什么任正非敢把华为99%的股份给员工，自己却拿不到1%的股份？他就不怕控制权被夺走吗？,41153,19,7,659,20.48
网上机械革命几乎全是翻车的，为啥还不倒闭?,57442,13,10,445,20.18
冷门的历史知识有哪些？,58496,111,5,1538,15.12
如何评价柳岩？,61437,3,1,1087,28.59
为什么一些程序员很傲慢？,43293,15,2,434,13.26
西方国家的人是否吃预制菜？如果吃，是什么预制菜？,46056,11,12,3142,23.82
有没有姐妹能分享一下自己的宝藏小说，要大女主类型的？,50717,2,3,375,37.93
为何很多面试官越来越看重求职者的面试「松弛感」？,77172,188,71,635,8.43
欧洲的高福利是不是与殖民时期积累的家底有关嘞?,56691,46,10,2132,22.33
《黑神话：悟空》能回本吗？,56039,7,4,142,22.69
普通人买车后，才发现：车就是个负担，根本养不起，你怎么看？,43076,22,2,529,14.76
有哪些超级有意思的青梅竹马小说？,71146,2,0,857,33.94
在网吧通宵有没有发生过什么有趣的事情？,39018,6,3,321,26.77
边牧作为智力排名第一的狗，为什么很多人还是不愿意养？,74438,14,4,1810,19.51
贾政把贾宝玉拖到工地叫他打两个月灰，能否治好他的臭毛病？,50758,16,6,863,26.66
为什么刘慈欣长时间没有新作品?,74130,11,5,4177,25.92
生在古代，普通人的一生会有多残酷？,55503,11,0,465,16.5
为什么比亚迪用了DMI之后突然发动机就变好了？,43640,7,8,1209,25.39
中华人民共和国国旗的寓意是何时与「五星出东方利中国」这句话产生联系的？这种联系的产生过程是怎样的？,79319,25,0,1525,23.68
《知否》里谁最适合做丈夫？,91527,5,7,943,15.26
有一个超级漂亮的女朋友是一种什么体验？,45468,14,2,128,24.26
什么时候批判《雪中悍刀行》成政治正确了？,50705,16,13,2772,25.57
有没有秀得不行的追妻火葬场小说，别逼我这尊贵的盐选会员跪下求你？,63712,1,2,478,36.18
你们看过最野的野史是什么？,82125,12,2,909,28.71
如果给岳飞安排的帝王是刘禅会怎么样？,63715,7,3,2002,16.37
上海市黄浦区的高中为什么那么拉胯？,52210,36,15,740,22.47
大胸穿什么吊带好看？,116356,526,0,278,0.0
大s这个级别的明星，随便做个代言，几十万就到手了，为何非要过的好像没有汪小菲的钱就活不下去那么卑微？,74053,8,5,334,28.35
宝！有没有有故事特别好看的言情类的小说，各种神奇的操作，人眼前一亮的那种？,66829,0,1,909,41.59
有没有超级有意思的追妻火葬场小说？,60814,7,2,305,34.86
为什么感觉很多肉食性动物的眼睛在头前，食草动物将它们放在头的两侧？这有什么科学依据吗？,90333,123,47,1043,7.74
我家拍了一套法拍房，原房主不肯搬离怎么办？,41944,7,3,443,20.79
男士比较认可的剃须刀品牌的前三名有哪些？,44519,15,11,82,1.71
真的爱一个人的时候是什么样的呢?,54088,17,7,471,19.3
领导是如何看待不争不抢的员工？,107003,108,44,680,16.6
想看你想疯狂安利的大女主小说，孩子已经要饿死了？,61355,1,3,573,36.87
为什么 Jackeylove 参加的世界赛成绩一次不如一次？,126415,3,6,615,26.49
罗琳在《哈利波特》里有什么恶趣味的设定？,60030,8,1,1765,29.76
张子枫有160吗？,132960,3,3,748,26.18
曹操死后，曹丕为什么声称要斩杀刘备遣去吊丧的韩冉？,124739,24,3,929,28.66
马龙的老婆咋了？,102251,4,1,262,27.5
鸣人和佐助的实力在什么阶段达到了影级？,83027,14,10,408,23.36
国内钢琴比赛很多评委对于自己没听过的曲子听一两分钟就叫停且给低分是否不负责任?,64524,36,22,1696,21.21
可以分享你最满意的一张照片吗？,99247,12,1,2059,23.86
有双向暗恋的甜文吗？,78882,5,0,954,26.07
为什么没人模仿《道诡异仙》呢?,48114,5,1,816,28.15
有什么是开车之后才懂的事?,46428,9,6,398,23.0
「幻想被爱」这种心理正常吗？,50139,258,133,644,7.51
影视圈中黄渤和邓超是怎么掉队的？,90205,4,2,503,26.78
如何看施一公弟子去美国做博后被炒？,109927,19,5,885,25.72
我在孩子兜里放了监听设备，老师发现后勒令我们退园，我做错了吗？,54530,21,11,627,24.68
为什么我个人认为江浙沪一带的女生普遍长得很好看？,45792,13,2,870,22.49
为什么家长为我们物色的相亲对象都这么丑？,60147,28,3,2662,29.46
有什么令人不得不相信的灵异故事？,48473,14,0,460,21.53
24-25 赛季 NBA 常规赛，马刺109：120惜败独行侠，如何评价这场比赛？,113145,55,48,432,13.33
为何年轻人上班不愿意精致打扮？,45809,24,12,739,22.11
现代法国人公认的国父是谁？,87857,15,11,583,28.55
如何评价 SpaceX 星舰第 5 次试飞，筷子塔成功捕获？这在航天史上有何意义？,158094,36,5,3827,16.72
为什么牛奶卖不完宁可倒掉也不免费送人？,40235,19,6,655,25.3
古代的妾室真的可以任由正妻随意发卖吗？,52752,8,4,584,25.16
为什么都是说大白话，但是白居易就是诗人，而乾隆不是？,67326,30,16,5226,23.74
为什么最后鸣人娶的是雏田？,54063,7,5,1255,22.83
当年为什么没对满清报复?,157742,49,15,2684,21.27
在你心中，哪种水果最能代表中国？,85154,124,64,701,9.52
怎么不声不响的把电脑弄坏？,118248,11,3,381,25.34
工作很多年后，有越来越不想上班的吗？,79905,105,23,931,18.84
你会原谅一个背叛过你的伴侣吗？,40340,6,3,672,25.97
为什么现在越来越多的年轻人不想结婚？,42294,23,6,694,20.84
《小丑 2》的评分由 5.9 升至 6.1，知友推荐度升至 54%，这一结果与你的观感相符吗？,85375,78,53,464,11.52
男生的占有欲可以强到什么地步？,51278,5,2,681,14.46
量子纠缠现象是否意味着宇宙间存在超越距离的联系？,169477,332,95,1346,7.1
在美国如果一个社区华人比例超过一定程度，白人会搬走吗？,62444,19,3,865,23.87
你的导师都问过你哪些深刻的问题？,51509,2,0,1317,24.78
为什么各地麻将规则都禁止遇胡不胡？,68127,21,25,579,23.64
书荒求助，想要点特别值得推荐的复仇小说，要好吃的？,124723,0,0,1092,42.07
荣耀Magic7可实现一句话让AI自主操控第三方APP，且无需单独适配，是什么水平？,98611,120,70,326,3.91
为什么说陈飞宇（陈凯歌儿子）想红想疯了？,119572,4,2,1417,31.84
《大明王朝 1566》中，为什么大家都对赵贞吉嗤之以鼻?,51944,16,6,1018,25.05
LPL 哪一届的 S 赛冠军含金量最高？,127110,16,15,1423,23.11
有什么特别甜特别宠的甜宠文？,44934,6,2,712,24.2
电影结束后可以去别的厅接着看吗？被抓到是啥后果？?,84822,15,5,393,10.05
老婆很蠢，跟她一起生活是什么感觉？,87217,18,6,184,24.35
为什么不建议大家提前还房贷？,41585,10,1,89,18.88
你都见过哪些骗局？,42059,16,2,471,21.46
为什么有人吹团藏有影级实力？,40478,11,8,335,23.97
如何评价B站up带男友结扎过后最终分手并且注销账号？,44375,8,2,454,23.53
你见过高校引进博士的哪些坑？,58127,39,2,377,21.02
汞比金多一个质子，理论上汞比金更难形成，为什么汞比金便宜？,37884,9,4,183,25.76
为什么很多家长觉得现在的老师在学校“什么也不教”？,51669,14,13,1835,28.63
体制内如何面对比自己年轻很多的领导？,67937,147,42,441,14.0
如果你是黄蓉，会同意郭芙嫁给杨过吗？,78246,68,49,908,19.56
如何看待HR「28岁未婚未育的女性不能要，很可能是来骗婚假产假的」的观点？？,66122,49,32,3524,20.56
《英雄联盟》三个解说里，那个总也插不进嘴的解说是什么感受？,55855,2,2,654,25.37
“小米Su7鬼火少年怒战摩托水友”事件中徐某是否有刑事责任？结局会如何？,67018,85,78,1609,18.76
华为加班有多恐怖？,151794,5,1,742,24.43
有没有女主特别聪明、特别清醒的大女主文推荐？,75184,0,1,827,26.36
你是从什么时候开始发现b站变了?,67338,30,19,1187,24.0
为什么很多员工都是站在个人利益角度工作，没有唇亡齿寒的意识呢？,50144,12,4,875,23.85
为什么领导喜欢说“我只要看结果”？,64797,12,7,880,25.46
国企会辞退正式员工吗？,54127,8,5,434,23.96
如何评价中专鼠鼠漫画？,76004,14,1,2764,27.92
《最强大脑》的水有多深？,96379,6,2,595,20.44
程序员都干过哪些很刺激的事情？,67988,16,2,323,24.05
有什么男主清冷隐忍暗恋女主的小说？,47009,6,1,419,29.15
欺负老实人会不会遭到报复?,55149,23,6,538,14.55
最近比较闲，想存点小说回家看，要求不高让人看完惊呼好看的言情类的就行？,86723,3,1,1122,41.65
你听过领导说过最让你遍体生寒的话是什么？,63444,9,2,460,28.32
虹猫蓝兔七侠传中，跳跳最后算不算洗白，不算的话，为什么?,72150,23,13,4169,23.21
金庸小说里，最有逼格的一句话是什么？,93621,9,4,877,26.44
检察院取消绩效考核，预测下法院取消 !大家对这方面有什么贡献，可以回贴贴一下 。历史会记住你们的 ?,56582,75,39,434,21.61
你们见过最丑的家装是怎样的？,132514,41,2,1781,25.88
公务员未来一直会吃香吗?,71869,23,6,433,21.09
你最讨厌什么样的同人文？,42978,22,13,4307,25.95
求各位好看说话又好听的推荐些让人看完惊呼好看的言情类故事？,48826,1,2,348,40.93
一人之下公司为什么要杀掉碧游村?,43284,12,11,565,25.23
有哪些NBA非明星球员打过的超神战役？,93451,46,26,701,20.58
华为的芯片是谁代工的？华为的生产规模如何？,41772,12,11,158,21.48
古代是怎样蓄养死士的？,70427,31,6,1682,19.62
有没有看起来很爽的小说?,51599,5,1,504,19.05
《三十而已》王漫妮为什么不选有房有车人品好的小张主任？,48538,20,12,368,25.54
可口可乐是不是在国内已经全面压制百事可乐了？,48848,3,2,459,29.4
电视剧《步步惊心》中若曦的悲剧是怎么酿成的？,97083,9,3,1198,21.88
为什么现在的新能源汽车都不讲究机械性能了，反而比拼冰箱彩电大沙发？,80587,48,31,1574,17.62
为什么古巴是世界上最幸福的国家?,52137,16,2,508,18.79
如何看待济南时报针对康某持刀伤人事见发表的评论文章《莫把杀人凶手说成单刀赴会的英雄》？,53237,111,99,1270,17.97
看《士兵突击》有哪些二刷才懂的细节?,71085,4,2,435,25.73
《教父》中，女婿家暴女儿，老教父为什么不管？,39248,8,5,3885,27.34
王自如有什么能力，居然能进格力做高管？,72515,8,0,729,27.71
有哪些你看过不舍得删的种田文？,41594,7,1,644,19.46
《战锤 40K》的实力人类能打过《异形》吗?,47261,4,4,597,27.14
女生在什么时候怀孕损失最小？,78051,10,3,214,21.27
作为中国人你在国外遇到过哪些尴尬的事？,44729,5,2,618,28.1
有没有有趣的家庭小说？,44398,1,4,197,30.3
如何评价 Chovy 在 S14 八强战上的表现？他这个状态还能打过 Faker 吗？,291317,57,47,1933,25.19
台积电成为第一家市值突破 1 万亿美元的亚洲科技公司，这意味着什么？,1092177,658,256,7998,17.99
如果给陈睿一个回到过去的机会，陈睿还会搞去二次元化吗？,90546,20,10,3592,26.77
入坑了，出不来了，有没有人再推荐点很 6 的复仇小说砸死我？,100493,2,5,966,38.68
如何评价新研究石墨蕴含400K的室温超导？,89948,137,19,669,12.8
有没有你觉得超级值得一看的追妻火葬场小说，别逼我这尊贵的盐选会员跪下求你？,88320,0,1,789,35.84
你和你的老师合影过吗？,79900,14,2,546,26.48
有没有哪张图让你瞬间明白明星和网红的差距？,53018,6,2,264,22.04
樊振东喜欢过孙颖莎吗？,91714,74,73,1655,25.59
《甄嬛传》苏培盛为什么会背叛皇上？,108177,2,2,333,21.98
丰田真的要完了吗？,40571,11,5,672,23.99
《英雄本色》里小马哥仅仅因为跛了，江湖地位就一落千丈，算是剧情 bug 吗？,56837,11,6,527,25.64
《山花烂漫时》好评如潮，给国产电视剧行业带来哪些启示？,97964,89,32,567,11.04
假如在澳门赌场赢了800万，不赌了不想玩了，会出现什么后果？,82947,7,4,541,11.58
孙连城为什么宁愿去少年宫也不辞职？,51668,10,5,1897,24.07
有什么事烂在肚子里一辈子也不能说？,46233,11,3,208,8.91
有没有好的电竞文推荐?,51108,9,1,321,14.07
慈禧为啥一定要在死之前也毒死光绪？,84398,28,2,1491,22.53
历史上有没有同名同姓而且年代相近，被误作一个人的？,99636,34,24,2384,22.56
曾经的“医闹”又来看病，怎么破？,63567,6,0,1422,25.77
拥有一个顶级域名是种什么样的体验？,76324,6,2,765,26.8
在外企从一而终到退休是什么感觉？,51897,12,0,325,24.84
如果说日语不说です会有什么严重的后果吗？,53006,9,6,687,25.37
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,40804,12,5,969,22.16
当过大学生以后，你们还会留恋高中生活吗？,44912,1220,1175,1451,11.75
白居易晚年真的姬妾成群吗？,123565,24,6,554,20.54
怎样评价小米SU7 ULTRA?,67712,9,3,593,24.83
如何看待大学体测？,63947,24,22,1297,20.26
黑小虎那么爱蓝兔，为什么输给虹猫？,44718,8,7,2492,21.86
曹操为什么舍不得杀陈宫？,69915,5,1,2108,25.05
老版《三国演义》和新版《三国》（电视剧）哪个好？,89127,33,21,2829,14.02
股票涨跌的原理是什么？,45098,75,20,579,4.11
美股的真相是什么？,65395,20,3,608,29.35
樊振东去了沪，沪以后能不能和京掰掰手腕？后续的保障能不能跟上？,95140,16,3,471,27.61
有没有熬夜也要看完的特别好看的复仇小说？,78080,1,2,497,34.68
《红楼梦》中有没有一种糕点，让你看到后都要感慨「吃不起」？,79031,41,11,597,25.11
你见过最奇怪的体质是什么？,46219,0,1,2969,26.4
怀孕了有必要那么小心吗？,46400,4,0,135,23.33
跪求让人看完会回味许久的言情的小说啊！地主家真的没余粮了！？,79449,0,1,890,36.62
哪些畅销书后来被证明是扯淡？,48921,30,5,1953,22.31
到底是哪传的说法说候亮平他岳父比赵立春等级还高的?,63726,40,37,1483,19.26
人的心机可以可怕到什么程度？,50124,20,3,471,21.39
如何评价恐怖电影《某种物质》？,59485,36,29,324,11.77
怎样才能表现成经常坐飞机的样子？,110315,6,6,437,25.47
王思聪和秦奋到底谁有钱？,60444,2,1,538,18.92
